@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'You fags are nothing but loser cocksuckers that worship my cock. It proves it in these videos and mp\'s bdsm',bad
'you should come get some Christmas cheer at Tin Roof. The Space Fags are very festive.',bad
'Fags are a pain in the ass.',bad
'We fags are lucky',bad
'did I overlook the part in the Preamble that said all men except fags are equal? God Created all, the Heavens and the Earth',bad
'those uk fags are a bunch of paper champs. Don\'t change the subject, Jihadi John.',bad
'humiliationverbale Never forget They rule, we fags are available to Their Sadistic pleasure',bad
'Bevvy and fags are bae',bad
'yes thos aftershock fags are all runabouts',bad
'Fags are so fucking dramatic g wtf',bad
'YOU FAGS ARE COMPLETE GARBAGE YOUR WHOLE TEAM IS CHEATING! YOUR GUYS PUSHED AND FOUGHT AND NO FOULS! YOU PANTHER ARE ALL FAGS!!',bad
'At brunch. With a lot of gays. Fags are a hoot.',bad
'is real you idiots They even have a twitter Fags are bashing to steal shares Even is buying MINE',bad
'Blazblue soon? Also got open house tomorrow daytime if you fags are free for local',bad
'who the fuck do they think they are',bad
'I was talking to my brother like Bryan, Bryan, Bryan! Then he turned around and said WHAT THE FUCK DO YOU WANT BRO!?',bad
'how the fuck do people draw lipstick',bad
'Haha why the fuck do meter maids wear helmets??',bad
'how the fuck do some of yall do it to move on so quickly?',bad
'I WANT TO LOVE DOGS but its like HOW THE FUCK DO I COMMUNICATE WITH YOU IM A CAT PERSON',bad
'how the fuck do I always get ash in my eye',bad
'lol who the fuck do you think you\'re talking to? telling me bye',bad
'how the fuck do people narrow this down to like',bad
'Ur on rhe phone and u dont help what the fuck do u want me to do?',bad
'Why the fuck do I currently have the diet of a Uni student',bad
'Andy what the fuck do you do everyday omfg',bad
'Why the fuck do people go and make shit up trying to ruin everything',bad
'Quick question, for those of you that live in the NYC area. how the fuck do you afford to stay there? lmao',bad
'But, I\'m just a mountain girl from Maine. What the fuck do I know?',bad
'how the fuck do people learn to speak droid in this universe',bad
'I Swear who the fuck do I follow?',bad
'I sat up for the first time tgis morning and was like what the fuck?! Do I really look this bad?!',bad
'how the fuck do you get a zero on a final',bad
'Me with no money I want everything. Me with money what the fuck do I buy',bad
'I can\'t stand liars because how the fuck do I know when you\'re telling the truth?',bad
'how the fuck do you misspell Kylie',bad
'how the fuck do you eat shit that bad and get up and go for it again, SKATEBOARDING AMAZES ME',bad
'Fuck do you know bout my pain !?! Nada!',bad
'fuck do I miss you so much. wish I could see you when you come home.',bad
'How the fuck do you not see a iMessage that you read!?',bad
'I\'m sorry but how the fuck do so many people wait until this week to do Christmas shopping? Do that\'s shit early and you can get people more',bad
'I mean if someone is trying to make a point by coming at me with Who the fuck do you think you are? their point of moot.',bad
'how and why the fuck do you beat someone over something they cannot control. and why was there like niggas in the room full vid lol',bad
'Why the fuck do I get myself into these situations !',bad
'Who the fuck do you think you are?',bad
'Why the fuck do I even rant about this I ain\'t gonna change shit',bad
'how the fuck do you go from like followers to in weeks hOW',bad
'Where the fuck do we live bruh?!',bad
'WHAT DO YOU MEAN WHAT THE FUCK DO YOU MEAN',bad
'how the fuck do u even stop loving someone',bad
'how the fuck do i manage to lose weight so easily’',bad
'what the fuck do you want pig.',bad
'what the fuck do you think i would do',bad
'how the fuck do you know if Luke creeps or not though',bad
'Kierstan surprised me and knocked on my door this morning and I just opened it saying what the fuck do you want',bad
'why THE FUCK do u always do this to me? I\'m doing good, I\'m not thinking about ur dumbass and AOAS for the millionth time u wanna come back.',bad
'mabye you should stop accusing us of bullying? I mean, where the fuck do you get the right?',bad
'Beck is a musical genius what the fuck do u mean',bad
'what the fuck do I do',bad
'You have any change, Rach? THE FUCK DO THESE COINS MEAN?! I left a tip in Canadian to someone in Manchester today because fuck it.',bad
'How the fuck do people cope with this feeling?',bad
'How the fuck do you NOT see a big ass red truck',bad
'Why in the fuck do duvet covers cost more than a small car',bad
'I\'m actually dead why the fuck do I take the Kim k game so seriously',bad
'Dude.He could care less you dumb fuckin faggot! LOL',bad
'ass pizza is a fuckin faggot, cash carti punked his bitch ass',bad
'Why do my parents get so mad at for sleepin until . Like oh yeah dad am I really useless? Lmao fuckin faggot should make me breakfast now',bad
'fuckin faggot',bad
'Are you gonna call my Mommy on me?.Fuckin\' faggot.',bad
'he\'s a fuckin faggot huh',bad
'DIE HARDZ LOL FUCKIN FAGGOT!',bad
'kys fuckin faggot',bad
'Gerrard called me a fuckin faggot today’’',bad
'Does anybody want me to post the DMs this fuckin faggot sent me? This insecure bitch thought I was tryna get at his girl ’’’’',bad
'This is the gayest picture I\'ve ever seen in my life ur a fuckin faggot I better not catch u slippin punk ass bitch',bad
'HAHAHA what a fuckin faggot',bad
'Fuckin faggot David Johnson beat me by himself',bad
'you get ZERO cool points for this nigga you fuckin faggot fight your own battles',bad
'what are you a fuckin\' faggot?',bad
'fuckin faggot suck my dick , nice photo B',bad
'stfu boy text me fuckin faggot',bad
'U a fuckin faggot niggq',bad
'fuckin faggot',bad
'stop revving ur engine ur a fuckin faggot',bad
'Even tho i was a fuckin faggot',bad
'What Are You A Fuckin\' Faggot? - Filthy Frank Hair Cake',bad
'Somebody please tell this fuckin faggot to switch of the ac!!',bad
'fuckin faggot',bad
'if mexico deesnt hand over the corpse of el chapo soon we\'re gonna burn it to the ground! Merica! fuck epn too! fuckin faggot!',bad
'I\'m fucked out of my mind and also a huge fuckin faggot for tweeting this',bad
'fuckin faggot',bad
'Wtf is wrong wit dese fuckin faggot ass rappers these days man',bad
'I love you .. Well you\'re a fuckin faggot - Jessica',bad
'You fuckin\' faggot I\'m coming to your shows',bad
'then keep seeing black Suns, fuckin faggot',bad
'fuckin faggot',bad
'In a all pINK FIT LOOKIN LIKE A FUCKIN FAGGOT WHO THE FUCK YOU THINK YOU FUCKIN WITH NIGGA',bad
'What\'re you a fuckin\' faggot?',bad
'she said I keep bitches tails waggin, shout out to Nico he a fuckin faggot',bad
'How old are you you fuckin faggot',bad
'You look like a fuckin faggot!',bad
'sorry would you like me to quote you? Fuckin faggot',bad
'Fuckin faggot add bitch ass punk ass pussy. I\'ll cap you ’',bad
'old man in giraffe costume on stilts i was the first furry you fuckin faggot kids',bad
'Ask your mum who pizza hut is on her phone and you\'ll understand its me you fuckin faggot',bad
'you dont want boys? what\'re you a fuckin faggot?',bad
'Cuz he\'s a fuckin faggot ’’’’',bad
'Fuckin faggot',bad
'what are u a fuckin faggot?',bad
'If u bite the fork u a fuckin faggot.',bad
'it\'s a run down mid size sedan, you fuckin faggot',bad
'tbh you a fuckin faggot folk knock the rap shit off go into bein a crash dummy',bad
'Fuckin faggot',bad
'this fuckin faggot toure had to score',bad
'McJuggernuggets is a fucking faggot',bad
'This is I\'m a fucking faggot. Thanks.',bad
'fuck you gilli you stupid fucking faggot I\'m superior to you because im in a higher team',bad
'supra is a fucking faggot',bad
'I don\'t fucking care, I didn\'t ask for your shitty opinion. kill yourself fucking faggot.',bad
'You\'re a fucking faggot starting shit for no reason runandtellthat ’’’’’',bad
'go fuck your wallet full of spaghetti fucking faggot',bad
'Kill yourselt you stupid fucking faggot What the fuck was that for? Dude it\'s just banter bro',bad
'id scam you too you\'re a fucking faggot',bad
'you\'re a fucking faggot',bad
'how are you gonna call anyone a dike when you\'re a fucking faggot? Please take multiple days sweetie ’’’',bad
'Ikr what a fucking faggot',bad
'Shut up you fucking faggot.',bad
'Then open Israel you fucking faggot. Get that diversity right now.',bad
'be friendlypolite and people will call you a fucking faggot. be quiet and youll be called butthurt. i ACTUALLY dont know what the fuck.',bad
'shut up u fucking faggot dnt lie and say u ain gay cus remember i got that telegram u sent me',bad
'I can\'t bother to explain you fucking faggOT',bad
'YOU FUCKING FAGGOT I MISS YOU',bad
'im danish you fucking faggot',bad
'What are you gay? What are you fucking faggot? Fucking scared, huh faggot?',bad
'You are a fucking faggot bruh',bad
'happens everytime retard get friends fucking faggot go suck some more knowners',bad
'you\'re a fucking faggot kys retard',bad
'Ah how nice of someone to drive by me while I\'m recording a video and yelling at me fucking faggot. So nice of them please kill yourself',bad
'No wonder you were bullied. fucking faggot, kys.',bad
'this kids weak as fuck. He couldn\'t even hack into his own personality and make friends fucking faggot lol. Go back to HF',bad
'you\'re just another ignorant racist homophobic republican -every fucking faggot our age.',bad
'a fucking faggot that needs to die this instant',bad
'i just want you to know that you\'re a fucking faggot',bad
'look at this fucking faggot',bad
'u fucking faggot',bad
'FUCKING FAGGOT GONE SEXUAL',bad
'remember when you weren\'t such a fucking faggot ahh good times, good times',bad
'Fucking faggot',bad
'YOU FUCKING FAGGOT FUCK YOU',bad
'What a fucking faggot',bad
'I want this to end already, stop being depressed me you fucking faggot',bad
'WHAT A FUCKING FAGGOT',bad
'Oh hahaha you get schlonged\' every night, you phony fucking faggot!',bad
'Ur? What ur? Ur nice? Ur handsome? Ur a great big fucking faggot?',bad
'shut up you fucking faggot ive had enough of you',bad
'you\'re such a fucking faggot',bad
'fuck you nigger dont you fucking what me i swear to fucking god ill have you DESTROYED by me and my fucking boys you fucking faggot',bad
'I have a masterball you fucking faggot',bad
'LOOK AT ALL THAT DICK! LUCKY FUCKING FAGGOT!',bad
'Fucking faggot',bad
'that kid is a fucking faggot',bad
'What a fucking faggot',bad
'and your a fucking faggot so.’',bad
'ExplainDBear THEY ARE NOT FUCKING GAY YOU FUCKING CRAZY ASS BITCHES!',bad
'That\'s a lil fucking gay',bad
'fucking gay.',bad
'this ugly son of a bitch is watching osomatsusan and basically you\'re fucking gay',bad
'Nydylla tell him that if he doesn\'t watch it he\'s fucking gay',bad
'According to Beaverton\'s local methhead movie theater mom, our lack of public outlets is so fucking gay I could cry',bad
